simulation,match_id,round,home_team,away_team,home_goals,away_goals,winner,loser,penalties
50,86,Round of 32,Turkey,Egypt,0,0,Egypt,Turkey,True
50,87,Round of 32,Argentina,Uruguay,3,0,Argentina,Uruguay,False
50,88,Round of 32,Portugal,Ghana,7,0,Portugal,Ghana,False
50,89,Round of 16,South Korea,Germany,1,1,Germany,South Korea,True
50,90,Round of 16,Brazil,Ecuador,0,3,Ecuador,Brazil,False
50,91,Round of 16,Scotland,France,2,1,Scotland,France,False
50,92,Round of 16,Mexico,DR Congo,4,2,Mexico,DR Congo,False
50,93,Round of 16,Colombia,Spain,2,2,Colombia,Spain,True
50,94,Round of 16,Belgium,Ivory Coast,1,0,Belgium,Ivory Coast,False
50,95,Round of 16,Egypt,Portugal,2,1,Egypt,Portugal,False
50,96,Round of 16,Iran,Argentina,1,3,Argentina,Iran,False
50,97,Quarter-final,Germany,Ecuador,1,2,Ecuador,Germany,False
50,98,Quarter-final,Colombia,Belgium,1,3,Belgium,Colombia,False
50,99,Quarter-final,Scotland,Mexico,2,0,Scotland,Mexico,False
50,100,Quarter-final,Egypt,Argentina,0,0,Argentina,Egypt,True
50,101,Semi-final,Ecuador,Belgium,2,0,Ecuador,Belgium,False
50,102,Semi-final,Scotland,Argentina,2,0,Scotland,Argentina,False
50,103,Third-place playoff,Belgium,Argentina,1,6,Argentina,Belgium,False
50,104,Final,Ecuador,Scotland,1,1,Scotland,Ecuador,True
51,73,Round of 32,Mexico,Canada,1,0,Mexico,Canada,False
51,74,Round of 32,Brazil,Netherlands,0,0,Brazil,Netherlands,True
51,75,Round of 32,Germany,Morocco,2,1,Germany,Morocco,False
51,76,Round of 32,Sweden,Scotland,1,0,Sweden,Scotland,False
51,77,Round of 32,Ecuador,Senegal,1,2,Senegal,Ecuador,False
51,78,Round of 32,France,Australia,1,2,Australia,France,False
51,79,Round of 32,Czech Republic,Saudi Arabia,1,1,Saudi Arabia,Czech Republic,True
51,80,Round of 32,England,Portugal,2,2,England,Portugal,True
51,81,Round of 32,Belgium,South Korea,3,3,Belgium,South Korea,True
51,82,Round of 32,Turkey,Bosnia and Herzegovina,4,2,Turkey,Bosnia and Herzegovina,False
51,83,Round of 32,DR Congo,Panama,2,2,Panama,DR Congo,True
51,84,Round of 32,Uruguay,Algeria,1,4,Algeria,Uruguay,False
51,85,Round of 32,Switzerland,Ivory Coast,2,1,Switzerland,Ivory Coast,False
51,86,Round of 32,Paraguay,Egypt,0,0,Egypt,Paraguay,True
51,87,Round of 32,Argentina,Spain,2,2,Spain,Argentina,True
51,88,Round of 32,Colombia,Croatia,2,1,Colombia,Croatia,False
51,89,Round of 16,Mexico,Germany,0,0,Germany,Mexico,True
51,90,Round of 16,Brazil,Senegal,4,0,Brazil,Senegal,False
51,91,Round of 16,Sweden,Australia,2,1,Sweden,Australia,False
51,92,Round of 16,Saudi Arabia,England,0,3,England,Saudi Arabia,False
51,93,Round of 16,Panama,Algeria,1,3,Algeria,Panama,False
51,94,Round of 16,Belgium,Turkey,0,0,Turkey,Belgium,True
51,95,Round of 16,Egypt,Colombia,1,0,Egypt,Colombia,False
51,96,Round of 16,Switzerland,Spain,1,2,Spain,Switzerland,False
51,97,Quarter-final,Germany,Brazil,2,4,Brazil,Germany,False
51,98,Quarter-final,Algeria,Turkey,2,0,Algeria,Turkey,False
51,99,Quarter-final,Sweden,England,1,2,England,Sweden,False
51,100,Quarter-final,Egypt,Spain,1,2,Spain,Egypt,False
51,101,Semi-final,Brazil,Algeria,2,0,Brazil,Algeria,False
51,102,Semi-final,England,Spain,1,3,Spain,England,False
51,103,Third-place playoff,Algeria,England,3,1,Algeria,England,False
51,104,Final,Brazil,Spain,2,2,Spain,Brazil,True
52,73,Round of 32,South Korea,Switzerland,0,1,Switzerland,South Korea,False
52,74,Round of 32,Morocco,Tunisia,1,0,Morocco,Tunisia,False
52,75,Round of 32,Ecuador,United States,0,0,United States,Ecuador,True
52,76,Round of 32,Japan,Brazil,1,1,Brazil,Japan,True
52,77,Round of 32,Germany,Senegal,2,1,Germany,Senegal,False
52,78,Round of 32,France,Netherlands,4,0,France,Netherlands,False
52,79,Round of 32,Mexico,Scotland,2,4,Scotland,Mexico,False
52,80,Round of 32,Panama,DR Congo,1,1,DR Congo,Panama,True
52,81,Round of 32,New Zealand,South Africa,1,0,New Zealand,South Africa,False
52,82,Round of 32,Paraguay,Ivory Coast,1,1,Paraguay,Ivory Coast,True
52,83,Round of 32,Portugal,England,0,0,Portugal,England,True
52,84,Round of 32,Spain,Argentina,4,0,Spain,Argentina,False
52,85,Round of 32,Bosnia and Herzegovina,Jordan,1,0,Bosnia and Herzegovina,Jordan,False
52,86,Round of 32,Australia,Belgium,1,2,Belgium,Australia,False
52,87,Round of 32,Austria,Uruguay,1,1,Austria,Uruguay,True
52,88,Round of 32,Colombia,Norway,0,1,Norway,Colombia,False
52,89,Round of 16,Switzerland,United States,2,0,Switzerland,United States,False
52,90,Round of 16,Morocco,Germany,2,0,Morocco,Germany,False
52,91,Round of 16,Brazil,France,2,2,France,Brazil,True
52,92,Round of 16,Scotland,DR Congo,4,2,Scotland,DR Congo,False
52,93,Round of 16,Portugal,Spain,1,3,Spain,Portugal,False
52,94,Round of 16,New Zealand,Paraguay,1,1,New Zealand,Paraguay,True
52,95,Round of 16,Belgium,Norway,0,1,Norway,Belgium,False
52,96,Round of 16,Bosnia and Herzegovina,Austria,1,2,Austria,Bosnia and Herzegovina,False
52,97,Quarter-final,Switzerland,Morocco,2,1,Switzerland,Morocco,False
52,98,Quarter-final,Spain,New Zealand,3,0,Spain,New Zealand,False
52,99,Quarter-final,France,Scotland,0,0,France,Scotland,True
52,100,Quarter-final,Norway,Austria,0,3,Austria,Norway,False
52,101,Semi-final,Switzerland,Spain,0,4,Spain,Switzerland,False
52,102,Semi-final,France,Austria,3,2,France,Austria,False
52,103,Third-place playoff,Switzerland,Austria,5,3,Switzerland,Austria,False
52,104,Final,Spain,France,4,3,Spain,France,False
53,73,Round of 32,South Korea,Switzerland,2,1,South Korea,Switzerland,False
53,74,Round of 32,Brazil,Sweden,4,0,Brazil,Sweden,False
53,75,Round of 32,Germany,Haiti,2,0,Germany,Haiti,False
53,76,Round of 32,Netherlands,Scotland,3,1,Netherlands,Scotland,False
53,77,Round of 32,Ecuador,France,0,2,France,Ecuador,False
53,78,Round of 32,Iraq,Australia,2,0,Iraq,Australia,False
53,79,Round of 32,Mexico,Cape Verde,0,1,Cape Verde,Mexico,False
53,80,Round of 32,England,Uzbekistan,1,0,England,Uzbekistan,False
53,81,Round of 32,Iran,South Africa,1,1,South Africa,Iran,True
53,82,Round of 32,United States,Norway,1,2,Norway,United States,False
53,83,Round of 32,Portugal,Panama,3,0,Portugal,Panama,False
53,84,Round of 32,Uruguay,Algeria,1,0,Uruguay,Algeria,False
53,85,Round of 32,Canada,Japan,2,0,Canada,Japan,False
53,86,Round of 32,Turkey,New Zealand,3,0,Turkey,New Zealand,False
53,87,Round of 32,Argentina,Spain,0,2,Spain,Argentina,False
53,88,Round of 32,Colombia,Croatia,1,0,Colombia,Croatia,False
53,89,Round of 16,South Korea,Germany,1,1,South Korea,Germany,True
53,90,Round of 16,Brazil,France,5,3,Brazil,France,False
53,91,Round of 16,Netherlands,Iraq,2,1,Netherlands,Iraq,False
53,92,Round of 16,Cape Verde,England,0,4,England,Cape Verde,False
53,93,Round of 16,Portugal,Uruguay,0,0,Portugal,Uruguay,True
53,94,Round of 16,South Africa,Norway,2,3,Norway,South Africa,False
53,95,Round of 16,Turkey,Colombia,1,0,Turkey,Colombia,False
53,96,Round of 16,Canada,Spain,0,4,Spain,Canada,False
53,97,Quarter-final,South Korea,Brazil,2,1,South Korea,Brazil,False
53,98,Quarter-final,Portugal,Norway,0,0,Norway,Portugal,True
53,99,Quarter-final,Netherlands,England,1,5,England,Netherlands,False
53,100,Quarter-final,Turkey,Spain,1,1,Spain,Turkey,True
53,101,Semi-final,South Korea,Norway,2,0,South Korea,Norway,False
53,102,Semi-final,England,Spain,1,2,Spain,England,False
53,103,Third-place playoff,Norway,England,3,1,Norway,England,False
53,104,Final,South Korea,Spain,0,3,Spain,South Korea,False
54,73,Round of 32,Czech Republic,Switzerland,0,2,Switzerland,Czech Republic,False
54,74,Round of 32,Brazil,Tunisia,3,1,Brazil,Tunisia,False
54,75,Round of 32,Germany,Paraguay,0,0,Germany,Paraguay,True
54,76,Round of 32,Netherlands,Scotland,1,3,Scotland,Netherlands,False
54,77,Round of 32,Ivory Coast,Senegal,2,1,Ivory Coast,Senegal,False
54,78,Round of 32,France,Sweden,5,2,France,Sweden,False
54,79,Round of 32,Mexico,Morocco,1,3,Morocco,Mexico,False
54,80,Round of 32,England,Uzbekistan,3,2,England,Uzbekistan,False
54,81,Round of 32,Belgium,South Korea,8,0,Belgium,South Korea,False
54,82,Round of 32,Australia,Ecuador,2,2,Australia,Ecuador,True
54,83,Round of 32,Portugal,Croatia,1,3,Croatia,Portugal,False
54,84,Round of 32,Spain,Austria,5,1,Spain,Austria,False
54,85,Round of 32,Canada,New Zealand,1,0,Canada,New Zealand,False
54,86,Round of 32,United States,Iran,3,4,Iran,United States,False
54,87,Round of 32,Argentina,Uruguay,3,1,Argentina,Uruguay,False
54,88,Round of 32,Colombia,Norway,0,1,Norway,Colombia,False
54,89,Round of 16,Switzerland,Germany,0,4,Germany,Switzerland,False
54,90,Round of 16,Brazil,Ivory Coast,0,2,Ivory Coast,Brazil,False
54,91,Round of 16,Scotland,France,1,0,Scotland,France,False
54,92,Round of 16,Morocco,England,0,2,England,Morocco,False
54,93,Round of 16,Croatia,Spain,1,3,Spain,Croatia,False
54,94,Round of 16,Belgium,Australia,0,0,Belgium,Australia,True
54,95,Round of 16,Iran,Norway,1,2,Norway,Iran,False
54,96,Round of 16,Canada,Argentina,0,3,Argentina,Canada,False
54,97,Quarter-final,Germany,Ivory Coast,3,1,Germany,Ivory Coast,False
54,98,Quarter-final,Spain,Belgium,2,1,Spain,Belgium,False
54,99,Quarter-final,Scotland,England,0,1,England,Scotland,False
54,100,Quarter-final,Norway,Argentina,1,1,Argentina,Norway,True
54,101,Semi-final,Germany,Spain,2,1,Germany,Spain,False
54,102,Semi-final,England,Argentina,1,4,Argentina,England,False
54,103,Third-place playoff,Spain,England,0,3,England,Spain,False
54,104,Final,Germany,Argentina,0,2,Argentina,Germany,False
55,73,Round of 32,Mexico,Canada,1,2,Canada,Mexico,False
55,74,Round of 32,Brazil,Sweden,6,0,Brazil,Sweden,False
55,75,Round of 32,Germany,Haiti,2,1,Germany,Haiti,False
55,76,Round of 32,Netherlands,Morocco,2,0,Netherlands,Morocco,False
55,77,Round of 32,Ecuador,Iraq,1,1,Ecuador,Iraq,True
55,78,Round of 32,France,Australia,2,1,France,Australia,False
55,79,Round of 32,South Africa,Uruguay,0,2,Uruguay,South Africa,False
55,80,Round of 32,Croatia,Uzbekistan,2,1,Croatia,Uzbekistan,False
55,81,Round of 32,Belgium,South Korea,2,0,Belgium,South Korea,False
55,82,Round of 32,Paraguay,Tunisia,0,1,Tunisia,Paraguay,False
55,83,Round of 32,Portugal,England,1,1,England,Portugal,True
55,84,Round of 32,Spain,Austria,4,1,Spain,Austria,False
55,85,Round of 32,Switzerland,Egypt,1,1,Egypt,Switzerland,True
55,86,Round of 32,United States,Iran,1,0,United States,Iran,False
55,87,Round of 32,Argentina,Saudi Arabia,3,0,Argentina,Saudi Arabia,False
55,88,Round of 32,Colombia,Panama,6,1,Colombia,Panama,False
55,89,Round of 16,Canada,Germany,0,4,Germany,Canada,False
55,90,Round of 16,Brazil,Ecuador,0,0,Brazil,Ecuador,True
55,91,Round of 16,Netherlands,France,1,0,Netherlands,France,False
55,92,Round of 16,Uruguay,Croatia,0,0,Croatia,Uruguay,True
55,93,Round of 16,England,Spain,0,0,Spain,England,True
55,94,Round of 16,Belgium,Tunisia,1,1,Belgium,Tunisia,True
55,95,Round of 16,United States,Colombia,0,0,Colombia,United States,True
55,96,Round of 16,Egypt,Argentina,1,3,Argentina,Egypt,False
55,97,Quarter-final,Germany,Brazil,2,1,Germany,Brazil,False
55,98,Quarter-final,Spain,Belgium,1,0,Spain,Belgium,False
55,99,Quarter-final,Netherlands,Croatia,1,0,Netherlands,Croatia,False
55,100,Quarter-final,Colombia,Argentina,0,0,Colombia,Argentina,True
55,101,Semi-final,Germany,Spain,0,0,Germany,Spain,True
55,102,Semi-final,Netherlands,Colombia,0,0,Colombia,Netherlands,True
55,103,Third-place playoff,Spain,Netherlands,1,2,Netherlands,Spain,False
55,104,Final,Germany,Colombia,3,2,Germany,Colombia,False
56,73,Round of 32,South Korea,Canada,0,2,Canada,South Korea,False
56,74,Round of 32,Brazil,Netherlands,4,0,Brazil,Netherlands,False
56,75,Round of 32,Germany,Haiti,5,0,Germany,Haiti,False
56,76,Round of 32,Japan,Morocco,3,1,Japan,Morocco,False
56,77,Round of 32,Ecuador,Iraq,1,0,Ecuador,Iraq,False
56,78,Round of 32,France,Iran,2,0,France,Iran,False
56,79,Round of 32,Mexico,Curaçao,2,0,Mexico,Curaçao,False
56,80,Round of 32,England,Colombia,0,0,Colombia,England,True
56,81,Round of 32,Egypt,Norway,1,1,Egypt,Norway,True
56,82,Round of 32,United States,Switzerland,4,0,United States,Switzerland,False
56,83,Round of 32,Uzbekistan,Panama,2,2,Panama,Uzbekistan,True
56,84,Round of 32,Spain,Algeria,1,0,Spain,Algeria,False
56,85,Round of 32,Bosnia and Herzegovina,Austria,2,1,Bosnia and Herzegovina,Austria,False
56,86,Round of 32,Paraguay,Belgium,1,2,Belgium,Paraguay,False
56,87,Round of 32,Argentina,Uruguay,3,2,Argentina,Uruguay,False
56,88,Round of 32,Portugal,Croatia,3,0,Portugal,Croatia,False
56,89,Round of 16,Canada,Germany,1,2,Germany,Canada,False
56,90,Round of 16,Brazil,Ecuador,5,1,Brazil,Ecuador,False
56,91,Round of 16,Japan,France,0,1,France,Japan,False
56,92,Round of 16,Mexico,Colombia,1,1,Mexico,Colombia,True
56,93,Round of 16,Panama,Spain,1,1,Spain,Panama,True
56,94,Round of 16,Egypt,United States,1,0,Egypt,United States,False
56,95,Round of 16,Belgium,Portugal,3,2,Belgium,Portugal,False
56,96,Round of 16,Bosnia and Herzegovina,Argentina,1,4,Argentina,Bosnia and Herzegovina,False
56,97,Quarter-final,Germany,Brazil,1,2,Brazil,Germany,False
56,98,Quarter-final,Spain,Egypt,1,0,Spain,Egypt,False
56,99,Quarter-final,France,Mexico,1,1,France,Mexico,True
56,100,Quarter-final,Belgium,Argentina,1,1,Belgium,Argentina,True
56,101,Semi-final,Brazil,Spain,1,1,Spain,Brazil,True
56,102,Semi-final,France,Belgium,1,0,France,Belgium,False
56,103,Third-place playoff,Brazil,Belgium,2,1,Brazil,Belgium,False
56,104,Final,Spain,France,1,2,France,Spain,False
57,73,Round of 32,Czech Republic,Canada,2,1,Czech Republic,Canada,False
57,74,Round of 32,Morocco,Japan,2,0,Morocco,Japan,False
57,75,Round of 32,Germany,Scotland,3,0,Germany,Scotland,False
57,76,Round of 32,Netherlands,Brazil,3,1,Netherlands,Brazil,False
57,77,Round of 32,Curaçao,Norway,1,3,Norway,Curaçao,False
57,78,Round of 32,France,Turkey,1,1,France,Turkey,True
57,79,Round of 32,Mexico,Saudi Arabia,1,1,Mexico,Saudi Arabia,True
57,80,Round of 32,England,Senegal,3,2,England,Senegal,False
57,81,Round of 32,New Zealand,Austria,0,0,Austria,New Zealand,True
57,82,Round of 32,United States,Bosnia and Herzegovina,3,1,United States,Bosnia and Herzegovina,False
57,83,Round of 32,Colombia,Panama,3,1,Colombia,Panama,False
57,84,Round of 32,Uruguay,Algeria,2,1,Uruguay,Algeria,False
57,85,Round of 32,Switzerland,Belgium,2,1,Switzerland,Belgium,False
57,86,Round of 32,Paraguay,Egypt,0,1,Egypt,Paraguay,False
57,87,Round of 32,Argentina,Spain,1,1,Spain,Argentina,True
57,88,Round of 32,Portugal,Ecuador,2,2,Ecuador,Portugal,True
57,89,Round of 16,Czech Republic,Germany,0,0,Czech Republic,Germany,True
57,90,Round of 16,Morocco,Norway,0,0,Morocco,Norway,True
57,91,Round of 16,Netherlands,France,0,0,Netherlands,France,True
57,92,Round of 16,Mexico,England,0,2,England,Mexico,False
57,93,Round of 16,Colombia,Uruguay,1,0,Colombia,Uruguay,False
57,94,Round of 16,Austria,United States,1,2,United States,Austria,False
57,95,Round of 16,Egypt,Ecuador,0,0,Ecuador,Egypt,True
57,96,Round of 16,Switzerland,Spain,2,1,Switzerland,Spain,False
57,97,Quarter-final,Czech Republic,Morocco,1,2,Morocco,Czech Republic,False
57,98,Quarter-final,Colombia,United States,0,1,United States,Colombia,False
57,99,Quarter-final,Netherlands,England,0,0,Netherlands,England,True
57,100,Quarter-final,Ecuador,Switzerland,3,1,Ecuador,Switzerland,False
57,101,Semi-final,Morocco,United States,0,0,United States,Morocco,True
57,102,Semi-final,Netherlands,Ecuador,1,1,Netherlands,Ecuador,True
57,103,Third-place playoff,Morocco,Ecuador,4,2,Morocco,Ecuador,False
57,104,Final,United States,Netherlands,3,1,United States,Netherlands,False
58,73,Round of 32,Czech Republic,Canada,0,0,Czech Republic,Canada,True
58,74,Round of 32,Brazil,Tunisia,2,2,Brazil,Tunisia,True
58,75,Round of 32,Ecuador,United States,1,0,Ecuador,United States,False
58,76,Round of 32,Netherlands,Morocco,0,2,Morocco,Netherlands,False
58,77,Round of 32,Germany,Senegal,0,4,Senegal,Germany,False
58,78,Round of 32,Iraq,Japan,1,2,Japan,Iraq,False
58,79,Round of 32,Mexico,Scotland,1,1,Scotland,Mexico,True
58,80,Round of 32,Croatia,Curaçao,3,0,Croatia,Curaçao,False
58,81,Round of 32,Egypt,Uruguay,1,2,Uruguay,Egypt,False
58,82,Round of 32,Australia,Jordan,3,1,Australia,Jordan,False
58,83,Round of 32,Colombia,England,0,1,England,Colombia,False
58,84,Round of 32,Cape Verde,Austria,3,5,Austria,Cape Verde,False
58,85,Round of 32,Switzerland,Iran,1,5,Iran,Switzerland,False
58,86,Round of 32,Paraguay,Belgium,2,2,Belgium,Paraguay,True
58,87,Round of 32,Argentina,Spain,3,1,Argentina,Spain,False
58,88,Round of 32,Portugal,Panama,4,3,Portugal,Panama,False
58,89,Round of 16,Czech Republic,Ecuador,0,2,Ecuador,Czech Republic,False
58,90,Round of 16,Brazil,Senegal,3,1,Brazil,Senegal,False
58,91,Round of 16,Morocco,Japan,0,0,Japan,Morocco,True
58,92,Round of 16,Scotland,Croatia,0,0,Scotland,Croatia,True
58,93,Round of 16,England,Austria,3,3,England,Austria,True
58,94,Round of 16,Uruguay,Australia,0,2,Australia,Uruguay,False
58,95,Round of 16,Belgium,Portugal,0,3,Portugal,Belgium,False
58,96,Round of 16,Iran,Argentina,1,3,Argentina,Iran,False
58,97,Quarter-final,Ecuador,Brazil,1,0,Ecuador,Brazil,False
58,98,Quarter-final,England,Australia,2,1,England,Australia,False
58,99,Quarter-final,Japan,Scotland,0,1,Scotland,Japan,False
58,100,Quarter-final,Portugal,Argentina,5,2,Portugal,Argentina,False
58,101,Semi-final,Ecuador,England,1,3,England,Ecuador,False
58,102,Semi-final,Scotland,Portugal,0,1,Portugal,Scotland,False
58,103,Third-place playoff,Ecuador,Scotland,3,1,Ecuador,Scotland,False
58,104,Final,England,Portugal,1,1,Portugal,England,True
59,73,Round of 32,South Korea,Switzerland,2,3,Switzerland,South Korea,False
59,74,Round of 32,Brazil,Japan,1,1,Brazil,Japan,True
59,75,Round of 32,Germany,Haiti,1,1,Germany,Haiti,True
59,76,Round of 32,Netherlands,Morocco,6,0,Netherlands,Morocco,False
59,77,Round of 32,Ecuador,Senegal,2,2,Ecuador,Senegal,True
59,78,Round of 32,France,United States,2,1,France,United States,False
59,79,Round of 32,Mexico,Ivory Coast,0,1,Ivory Coast,Mexico,False
59,80,Round of 32,Croatia,Norway,1,0,Croatia,Norway,False
59,81,Round of 32,Iran,Czech Republic,2,0,Iran,Czech Republic,False
59,82,Round of 32,Australia,Bosnia and Herzegovina,2,1,Australia,Bosnia and Herzegovina,False
59,83,Round of 32,DR Congo,Panama,3,3,DR Congo,Panama,True
59,84,Round of 32,Spain,Austria,2,1,Spain,Austria,False
59,85,Round of 32,Canada,Algeria,2,0,Canada,Algeria,False
59,86,Round of 32,Turkey,Egypt,0,1,Egypt,Turkey,False
59,87,Round of 32,Argentina,Saudi Arabia,3,0,Argentina,Saudi Arabia,False
59,88,Round of 32,Colombia,England,2,0,Colombia,England,False
59,89,Round of 16,Switzerland,Germany,3,1,Switzerland,Germany,False
59,90,Round of 16,Brazil,Ecuador,1,0,Brazil,Ecuador,False
59,91,Round of 16,Netherlands,France,0,0,France,Netherlands,True
59,92,Round of 16,Ivory Coast,Croatia,1,1,Croatia,Ivory Coast,True
59,93,Round of 16,DR Congo,Spain,0,2,Spain,DR Congo,False
59,94,Round of 16,Iran,Australia,0,0,Iran,Australia,True
59,95,Round of 16,Egypt,Colombia,1,0,Egypt,Colombia,False
59,96,Round of 16,Canada,Argentina,0,1,Argentina,Canada,False
59,97,Quarter-final,Switzerland,Brazil,2,1,Switzerland,Brazil,False
59,98,Quarter-final,Spain,Iran,4,0,Spain,Iran,False
59,99,Quarter-final,France,Croatia,5,0,France,Croatia,False
59,100,Quarter-final,Egypt,Argentina,0,1,Argentina,Egypt,False
59,101,Semi-final,Switzerland,Spain,0,1,Spain,Switzerland,False
59,102,Semi-final,France,Argentina,1,4,Argentina,France,False
59,103,Third-place playoff,Switzerland,France,2,0,Switzerland,France,False
59,104,Final,Spain,Argentina,1,1,Spain,Argentina,True
60,73,Round of 32,Mexico,Canada,3,0,Mexico,Canada,False
60,74,Round of 32,Morocco,Japan,2,0,Morocco,Japan,False
60,75,Round of 32,Ecuador,Scotland,2,1,Ecuador,Scotland,False
60,76,Round of 32,Netherlands,Haiti,7,0,Netherlands,Haiti,False
60,77,Round of 32,Ivory Coast,Senegal,0,1,Senegal,Ivory Coast,False
60,78,Round of 32,France,United States,2,0,France,United States,False
60,79,Round of 32,South Korea,Cape Verde,0,0,Cape Verde,South Korea,True
60,80,Round of 32,Panama,Norway,1,2,Norway,Panama,False
60,81,Round of 32,Belgium,Czech Republic,1,2,Czech Republic,Belgium,False
60,82,Round of 32,Turkey,Bosnia and Herzegovina,2,0,Turkey,Bosnia and Herzegovina,False
60,83,Round of 32,DR Congo,England,1,1,DR Congo,England,True
60,84,Round of 32,Spain,Algeria,2,1,Spain,Algeria,False
60,85,Round of 32,Switzerland,Germany,0,1,Germany,Switzerland,False
60,86,Round of 32,Australia,New Zealand,2,1,Australia,New Zealand,False
60,87,Round of 32,Argentina,Uruguay,2,0,Argentina,Uruguay,False
60,88,Round of 32,Portugal,Croatia,2,2,Portugal,Croatia,True
60,89,Round of 16,Mexico,Ecuador,3,2,Mexico,Ecuador,False
60,90,Round of 16,Morocco,Senegal,1,1,Senegal,Morocco,True
60,91,Round of 16,Netherlands,France,0,2,France,Netherlands,False
60,92,Round of 16,Cape Verde,Norway,0,2,Norway,Cape Verde,False
60,93,Round of 16,DR Congo,Spain,0,4,Spain,DR Congo,False
60,94,Round of 16,Czech Republic,Turkey,0,0,Turkey,Czech Republic,True
60,95,Round of 16,Australia,Portugal,1,2,Portugal,Australia,False
60,96,Round of 16,Germany,Argentina,0,3,Argentina,Germany,False
60,97,Quarter-final,Mexico,Senegal,0,1,Senegal,Mexico,False
60,98,Quarter-final,Spain,Turkey,1,1,Spain,Turkey,True
60,99,Quarter-final,France,Norway,5,0,France,Norway,False
60,100,Quarter-final,Portugal,Argentina,2,1,Portugal,Argentina,False
60,101,Semi-final,Senegal,Spain,1,1,Senegal,Spain,True
60,102,Semi-final,France,Portugal,0,2,Portugal,France,False
60,103,Third-place playoff,Spain,France,3,3,France,Spain,True
60,104,Final,Senegal,Portugal,0,3,Portugal,Senegal,False
61,73,Round of 32,South Africa,Canada,0,1,Canada,South Africa,False
61,74,Round of 32,Haiti,Netherlands,0,2,Netherlands,Haiti,False
61,75,Round of 32,Ecuador,Morocco,3,1,Ecuador,Morocco,False
61,76,Round of 32,Japan,Brazil,0,1,Brazil,Japan,False
61,77,Round of 32,Germany,Norway,2,1,Germany,Norway,False
61,78,Round of 32,France,Tunisia,5,0,France,Tunisia,False
61,79,Round of 32,Mexico,Cape Verde,0,2,Cape Verde,Mexico,False
61,80,Round of 32,England,Algeria,2,1,England,Algeria,False
61,81,Round of 32,Iran,South Korea,1,3,South Korea,Iran,False
61,82,Round of 32,United States,Bosnia and Herzegovina,1,1,Bosnia and Herzegovina,United States,True
61,83,Round of 32,Colombia,Ghana,2,1,Colombia,Ghana,False
61,84,Round of 32,Spain,Austria,3,4,Austria,Spain,False
61,85,Round of 32,Switzerland,New Zealand,2,1,Switzerland,New Zealand,False
61,86,Round of 32,Australia,Belgium,0,0,Belgium,Australia,True
61,87,Round of 32,Argentina,Uruguay,3,0,Argentina,Uruguay,False
61,88,Round of 32,Portugal,Croatia,1,3,Croatia,Portugal,False
61,89,Round of 16,Canada,Ecuador,0,1,Ecuador,Canada,False
61,90,Round of 16,Netherlands,Germany,0,1,Germany,Netherlands,False
61,91,Round of 16,Brazil,France,0,2,France,Brazil,False
61,92,Round of 16,Cape Verde,England,1,4,England,Cape Verde,False
61,93,Round of 16,Colombia,Austria,0,1,Austria,Colombia,False
61,94,Round of 16,South Korea,Bosnia and Herzegovina,1,0,South Korea,Bosnia and Herzegovina,False
61,95,Round of 16,Belgium,Croatia,1,5,Croatia,Belgium,False
61,96,Round of 16,Switzerland,Argentina,4,2,Switzerland,Argentina,False
61,97,Quarter-final,Ecuador,Germany,0,1,Germany,Ecuador,False
61,98,Quarter-final,Austria,South Korea,0,1,South Korea,Austria,False
61,99,Quarter-final,France,England,0,3,England,France,False
61,100,Quarter-final,Croatia,Switzerland,0,3,Switzerland,Croatia,False
61,101,Semi-final,Germany,South Korea,6,0,Germany,South Korea,False
61,102,Semi-final,England,Switzerland,0,0,England,Switzerland,True
61,103,Third-place playoff,South Korea,Switzerland,1,0,South Korea,Switzerland,False
61,104,Final,Germany,England,2,0,Germany,England,False
62,73,Round of 32,South Korea,Switzerland,2,1,South Korea,Switzerland,False
62,74,Round of 32,Brazil,Japan,3,1,Brazil,Japan,False
62,75,Round of 32,Ecuador,Scotland,1,1,Scotland,Ecuador,True
62,76,Round of 32,Netherlands,Morocco,1,0,Netherlands,Morocco,False
62,77,Round of 32,Germany,Senegal,1,1,Senegal,Germany,True
62,78,Round of 32,France,Australia,2,0,France,Australia,False
62,79,Round of 32,Mexico,Saudi Arabia,4,1,Mexico,Saudi Arabia,False
62,80,Round of 32,Croatia,Uzbekistan,3,1,Croatia,Uzbekistan,False
62,81,Round of 32,Egypt,South Africa,2,0,Egypt,South Africa,False
62,82,Round of 32,Turkey,Sweden,4,0,Turkey,Sweden,False
62,83,Round of 32,Colombia,England,0,2,England,Colombia,False
62,84,Round of 32,Spain,Argentina,2,3,Argentina,Spain,False
62,85,Round of 32,Canada,Jordan,3,1,Canada,Jordan,False
62,86,Round of 32,United States,Iran,0,1,Iran,United States,False
62,87,Round of 32,Austria,Uruguay,2,3,Uruguay,Austria,False
62,88,Round of 32,Portugal,Norway,1,1,Portugal,Norway,True
62,89,Round of 16,South Korea,Scotland,1,3,Scotland,South Korea,False
62,90,Round of 16,Brazil,Senegal,4,0,Brazil,Senegal,False
62,91,Round of 16,Netherlands,France,4,1,Netherlands,France,False
62,92,Round of 16,Mexico,Croatia,1,1,Croatia,Mexico,True
62,93,Round of 16,England,Argentina,2,1,England,Argentina,False
62,94,Round of 16,Egypt,Turkey,2,2,Egypt,Turkey,True
